denoised,bus,cafe,living,office,psquare
0,0.006947734091267962,0.039471663338964826,0.018081761006289308,0.011836115326251897,0.015093786635404454
1,0.005368703615979789,0.03163876516664107,0.012578616352201259,0.010773899848254932,0.011869871043376319
